Full Texts,ID,Name,Email,Phone,Address,Age,Gender,Category,Budget,Payment Method,Password,Created At
User Advik Balasubramanian prefers shopping for Books with a budget of ₹16625.58.,379,Advik Balasubramanian,vaibhavkaur@yahoo.com,0120658526,Goa,29,Female,Books,16625.58,UPI,c12b7b7ecf79f9bec30ce809231f86153ce838bd97e24248efa68e44b4f6d87d,2025-03-08 17:55:01
User Heer Ghose prefers shopping for Home & Kitchen with a budget of ₹41478.24.,380,Heer Ghose,hazel20@hotmail.com,0822728472,Delhi,38,Male,Home & Kitchen,41478.24,Cash on Delivery,a940fb26373d0cfee7c043a64d245798e5c8f3ffa7b60fa2f0d8009c0659f6b3,2025-03-05 17:55:01
User Shlok Lad prefers shopping for Clothing with a budget of ₹21632.35.,381,Shlok Lad,zara22@bains-dutt.info,0468190432,Delhi,24,Male,Clothing,21632.35,PayPal,a307197efbef97630591d6067833b97fea32a53a3657c8ba05b9a216659cc28b,2025-03-09 17:55:01
User Onkar Chowdhury prefers shopping for Beauty with a budget of ₹25543.19.,382,Onkar Chowdhury,urvibansal@yahoo.com,0033269042,Tamil Nadu,33,Female,Beauty,25543.19,Credit Card,c0dd9800a8615d7a304c138c0ca40c6e1762d4ef767af9be6f1d369480eb90e9,2025-03-20 17:55:01
User Nehmat Bedi prefers shopping for Home & Kitchen with a budget of ₹13026.12.,383,Nehmat Bedi,nirvaanthakkar@gmail.com,0719249605,Haryana,32,Male,Home & Kitchen,13026.12,PayPal,753943f6aed19c03b9addb01e0217ec44d1e3b86e763619d029cfaf46085786a,2025-03-07 17:55:01
User Heer Deol prefers shopping for Others with a budget of ₹26123.63.,384,Heer Deol,lalkavya@suri.com,0478201508,Delhi,24,Male,Others,26123.63,Debit Card,462b4871b65371824028f5e6ca35deef95dd37e848d2daa2a69e67e1ee256ebb,2025-03-09 17:55:01
User Stuvan Lata prefers shopping for Home & Kitchen with a budget of ₹22015.34.,385,Stuvan Lata,indrajit63@yahoo.com,+914288690,West Bengal,42,Female,Home & Kitchen,22015.34,PayPal,a5601d30b9e7d554f96ecab684591952fdf8b4378ce06aaabd3277709a32515e,2025-03-13 17:55:01
User Vaibhav Sule prefers shopping for Beauty with a budget of ₹44125.34.,386,Vaibhav Sule,raniawason@goswami.com,0183926827,Tamil Nadu,25,Female,Beauty,44125.34,Credit Card,6b2e79e02a5a18d68e2e2ec1e77f05944568fb0375a8307540e0a7decbe62937,2025-03-29 17:55:01
User Pari Rao prefers shopping for Electronics with a budget of ₹5827.86.,387,Pari Rao,vihaanrajagopal@bajaj.com,8185176782,Haryana,33,Male,Electronics,5827.86,Credit Card,9ced3481c1d4d92c67ca03eb92c56dca67862fec473e79ed108516b0605dd7d7,2025-03-20 17:55:01
User Hiran Saran prefers shopping for Clothing with a budget of ₹39275.75.,388,Hiran Saran,purabroy@yahoo.com,0314583189,Punjab,30,Male,Clothing,39275.75,Cash on Delivery,2c0e6a0b1871cc9db66c90392fb1923bc4682a323a84ddaac8985879daa5af3a,2025-03-21 17:55:01
User Keya Sachdev prefers shopping for Home & Kitchen with a budget of ₹19537.15.,389,Keya Sachdev,myra84@gmail.com,2725301503,Uttar Pradesh,53,Male,Home & Kitchen,19537.15,Cash on Delivery,554b6eceb05b5e5b97d2013a96c14aa3b56a3500c5c553ff94daba2698b5067d,2025-03-06 17:55:01
User Nakul Sankar prefers shopping for Home & Kitchen with a budget of ₹42066.92.,390,Nakul Sankar,anahiranganathan@comar-varkey.net,+912673770,West Bengal,40,Female,Home & Kitchen,42066.92,UPI,a38aa6f0d52e4f5586ba258e17610c15460f70cf8f76cf140f8bcc5b952336a0,2025-03-02 17:55:01
User Alia Cherian prefers shopping for Others with a budget of ₹22314.96.,391,Alia Cherian,vkari@varty.info,0769017288,Maharashtra,38,Female,Others,22314.96,Cash on Delivery,16031ebf541c39108222191b3ba3537bb689b10ba65e1d0663e6107e5602014b,2025-03-12 17:55:01
User Zara Vohra prefers shopping for Home & Kitchen with a budget of ₹16167.88.,392,Zara Vohra,zarachanda@chhabra-rattan.net,3274120847,Gujarat,40,Female,Home & Kitchen,16167.88,Debit Card,a9d30a08aa7366bfd532246a6c10732ffcf309026f4e2035e1b716093c314b46,2025-03-07 17:55:01
User Ritvik Kibe prefers shopping for Clothing with a budget of ₹25044.04.,393,Ritvik Kibe,yuvaansharaf@gmail.com,2097114678,Maharashtra,54,Female,Clothing,25044.04,Cash on Delivery,e9dfb2a1d62dbec6f669a834b78dbca666509629ecfe80c44002afda9e2c7c70,2025-03-16 17:55:01
User Elakshi Shah prefers shopping for Home & Kitchen with a budget of ₹8056.3.,394,Elakshi Shah,ebhatnagar@gmail.com,3294237420,Madhya Pradesh,47,Female,Home & Kitchen,8056.3,UPI,5318e81c49350165216cd5d6611af51f52bb1173acb2f5b64bc31ec471bc093f,2025-03-17 17:55:01
User Anahi Rout prefers shopping for Beauty with a budget of ₹48126.58.,395,Anahi Rout,duaishita@yahoo.com,+919943039,Haryana,33,Female,Beauty,48126.58,PayPal,91d39186c7a252593b322c398a4b73aaccc4699a3e2924ee601a71b23b8b0b2d,2025-03-05 17:55:01
User Aaryahi Kala prefers shopping for Home & Kitchen with a budget of ₹7982.62.,396,Aaryahi Kala,virknavya@bandi.com,0330364043,Uttar Pradesh,20,Male,Home & Kitchen,7982.62,Credit Card,e466b579b26555d0265a2717a69656a8a66495a8e7dde283b51f56babd531697,2025-03-12 17:55:01
User Gatik Kala prefers shopping for Home & Kitchen with a budget of ₹10924.95.,397,Gatik Kala,daselakshi@solanki.com,+919898540,Maharashtra,18,Female,Home & Kitchen,10924.95,Cash on Delivery,106cce80d485a9bf5ab3c0fdf7f1eebfac467f28e1aa5f9e0a84ed3f5de7e39a,2025-03-30 17:55:01
User Manikya Sampath prefers shopping for Electronics with a budget of ₹38069.29.,398,Manikya Sampath,fsehgal@roy.com,3587590971,Delhi,38,Female,Electronics,38069.29,Debit Card,71c247276761dc20aa288c7b91ddd5a4e3bd93114bc5b42d61b6f2159603b89e,2025-03-24 17:55:01
User Anika Swaminathan prefers shopping for Home & Kitchen with a budget of ₹32897.31.,399,Anika Swaminathan,vermalakshit@yahoo.com,+910287732,Punjab,50,Male,Home & Kitchen,32897.31,UPI,b43f23b3f3b65136b4033717a1cadce4cbfc6271889937af1dac7ef74799c75f,2025-03-05 17:55:01
User Anika Bahl prefers shopping for Books with a budget of ₹43416.72.,400,Anika Bahl,urvibhasin@cheema.com,0698996425,Goa,41,Female,Books,43416.72,Credit Card,c86e108defd4d29cb72fa29d02f08b4a6c1f68a129f7a963bfe62585abc86451,2025-03-20 17:55:01
User Mahika Vig prefers shopping for Clothing with a budget of ₹39329.31.,401,Mahika Vig,jivin05@yahoo.com,+911608561,Haryana,36,Female,Clothing,39329.31,Credit Card,134d54a757e281f7828e9dc8a1ffdcfcad86cdab2f79e9b6e59a7bee117ae556,2025-03-11 17:55:01
User Zain Karnik prefers shopping for Beauty with a budget of ₹16187.69.,402,Zain Karnik,chokshiseher@deshmukh.com,4268419407,West Bengal,24,Male,Beauty,16187.69,PayPal,198fdb0b700f58db66af3601ad5e0856f519a80e4ec7f7e2f25e63cc8820b3c5,2025-03-29 17:55:01
User Prerak Sekhon prefers shopping for Clothing with a budget of ₹37794.06.,403,Prerak Sekhon,tatamisha@chada.info,+911027526,Haryana,39,Female,Clothing,37794.06,PayPal,c1b70d89513c88b732878e576d0e93f518bd473be315a15c61be3e6cf994e672,2025-03-02 17:55:01
User Mishti Shenoy prefers shopping for Electronics with a budget of ₹31226.08.,404,Mishti Shenoy,khareaniruddh@rege.com,0837283426,Uttar Pradesh,29,Female,Electronics,31226.08,PayPal,7abbe026fb3c748a36a759f481e57103840da6e1be943a1eae282ac6e70d5eda,2025-03-05 17:55:01
User Advika Bhatia prefers shopping for Electronics with a budget of ₹31972.08.,405,Advika Bhatia,saira98@keer.org,2124702194,Tamil Nadu,30,Female,Electronics,31972.08,UPI,075d45872bbfbbaf182de97ea24533e69e5900c484c722c644078148db51eea5,2025-03-12 17:55:01
User Onkar Raman prefers shopping for Clothing with a budget of ₹15464.0.,406,Onkar Raman,vardaniyakapadia@srivastava.com,0554867705,Uttar Pradesh,26,Male,Clothing,15464.0,Debit Card,1b69e7f9ace4ee9af50ed16ca751578c7a707b2f61441e1160099b37cf1beaf1,2025-03-05 17:55:01
User Zara Bhalla prefers shopping for Clothing with a budget of ₹33452.78.,407,Zara Bhalla,tusharmall@yahoo.com,0380838667,Tamil Nadu,33,Male,Clothing,33452.78,Debit Card,ec3a4fb37c218f7882dc99d05f33d4854f074fb5469efc0dc0037b612e54aa80,2025-03-26 17:55:01
User Prisha Lata prefers shopping for Clothing with a budget of ₹18826.51.,408,Prisha Lata,daliaurvi@bhatnagar.biz,+911767248,Delhi,36,Female,Clothing,18826.51,Credit Card,5bcce117fb2e8664d829e5d7d782f651e1f3552bfd836ace50adaecfb3448429,2025-03-23 17:55:01
User Kimaya Amble prefers shopping for Clothing with a budget of ₹21263.91.,409,Kimaya Amble,armaanmanda@dada.com,1491171263,West Bengal,30,Male,Clothing,21263.91,PayPal,b381d8e8eb0cb82d4652ee8998a096e52233193b66ef9100f9861100cb5b6fa3,2025-03-11 17:55:01
User Ishaan Wagle prefers shopping for Books with a budget of ₹26616.64.,410,Ishaan Wagle,abramseshadri@yahoo.com,8601089745,Maharashtra,30,Male,Books,26616.64,Credit Card,f654aca9cec9766a2675fc225d48a3983b6e6179912f7c9d862c0dd048fee07b,2025-03-16 17:55:01
User Renee Tella prefers shopping for Others with a budget of ₹21900.04.,411,Renee Tella,samaira46@gmail.com,0744518136,Gujarat,52,Female,Others,21900.04,Debit Card,10f0e772a1cb1efb6f4836c1101e04296579dcd7a2545c9961437f12e64de615,2025-03-30 17:55:01
User Yuvaan Chatterjee prefers shopping for Others with a budget of ₹29685.29.,412,Yuvaan Chatterjee,egarg@gmail.com,0005174103,Tamil Nadu,19,Female,Others,29685.29,UPI,c1d7d335f84bbbd4cf11d27bfd9d8b04f6c394d85af842ddb234aed52ca5fac6,2025-03-10 17:55:01
User Anaya Seshadri prefers shopping for Electronics with a budget of ₹7448.17.,413,Anaya Seshadri,neelofar51@sem-deol.org,+910086953,Haryana,54,Female,Electronics,7448.17,Cash on Delivery,7bd35c05b993cb62e77e751e56c2d8792cd967f621452900fa85107a588c7ce2,2025-03-25 17:55:01
User Dhruv Korpal prefers shopping for Home & Kitchen with a budget of ₹9618.12.,414,Dhruv Korpal,nakulsaxena@yahoo.com,+918958039,Rajasthan,19,Male,Home & Kitchen,9618.12,Credit Card,b8002238843e1c4fa61b4f33faab72c3c3ea915c83032147d4af9cc52ff6bd85,2025-03-06 17:55:01
User Renee Kumer prefers shopping for Beauty with a budget of ₹32004.54.,415,Renee Kumer,armaan15@viswanathan.biz,7929625310,Rajasthan,32,Male,Beauty,32004.54,Debit Card,965b2b30b31b67b732a42944da338c1335ab34abbec5f13a5ad03ecaf0aa5220,2025-03-26 17:55:01
User Hazel Bains prefers shopping for Books with a budget of ₹6636.16.,416,Hazel Bains,fateh65@mahal.biz,0987073658,Rajasthan,51,Male,Books,6636.16,Debit Card,ee58a48d0978e8f28e7f1e9aa18c232d1e238cebe40a02f24bc7411ff531e539,2025-03-23 17:55:01
User Shayak Talwar prefers shopping for Others with a budget of ₹30271.55.,417,Shayak Talwar,graj@hotmail.com,+911940639,Punjab,48,Male,Others,30271.55,PayPal,6690adbe134485db06179a73fb12d6ecb76138e3276ec75872805db624f395ba,2025-03-27 17:55:01
User Samiha Krishna prefers shopping for Others with a budget of ₹24485.68.,418,Samiha Krishna,dhanukdey@divan.info,0758241189,West Bengal,36,Female,Others,24485.68,UPI,45ac6a2c8b3e26c3aa16d8bac15c5c4c099c9e166c4ebb7034eb3d0bc514ef21,2025-03-26 17:55:01
User Shray Saraf prefers shopping for Electronics with a budget of ₹3680.11.,419,Shray Saraf,kaursara@yahoo.com,7431058523,Uttar Pradesh,25,Female,Electronics,3680.11,Cash on Delivery,2fda179a9114a307577376a81ab52b81854e1796b19191dab1f9555b83af970a,2025-03-02 17:55:01
User Jhanvi Halder prefers shopping for Clothing with a budget of ₹11276.64.,420,Jhanvi Halder,vshetty@bahl-kale.com,+919575328,West Bengal,43,Male,Clothing,11276.64,Credit Card,749f4d71b8f987b3c9491bc161a05c19ea8a3550d2192c9d87e361bdf48fec7f,2025-03-06 17:55:01
User Heer Anne prefers shopping for Others with a budget of ₹4326.66.,421,Heer Anne,tanya60@yahoo.com,0688257965,West Bengal,31,Female,Others,4326.66,PayPal,6a44b262328562ef831592631aa33a06ceccf77109d8cbd80dc8ac6d9e49cf7f,2025-03-10 17:55:01
User Ishita Lall prefers shopping for Electronics with a budget of ₹21887.47.,422,Ishita Lall,gbajaj@hotmail.com,0190773740,Madhya Pradesh,30,Male,Electronics,21887.47,PayPal,19532ff40c40bb03a40b373d94b47cc170d2aee8830f7e8d4be2dbca48640a0d,2025-03-12 17:55:01
User Madhup Johal prefers shopping for Electronics with a budget of ₹29090.13.,423,Madhup Johal,badalamble@sura-ratta.com,0357540809,Punjab,18,Male,Electronics,29090.13,Credit Card,f050f56264d215495288e24b25249c8c4526b1c0b83ba7c4563641940746fa87,2025-03-26 17:55:01
User Shalv Suri prefers shopping for Others with a budget of ₹42480.93.,424,Shalv Suri,sarankismat@verma.com,+914031598,Haryana,46,Male,Others,42480.93,Credit Card,3220d3b48a93336163f2c18b36fe8873f14d76c022e094df1103eef6dff753d1,2025-03-15 17:55:01
User Miraan Bath prefers shopping for Books with a budget of ₹13263.5.,425,Miraan Bath,evabatra@gmail.com,3490066607,Tamil Nadu,44,Male,Books,13263.5,UPI,c82d79bdd6cddac53e10bf0b157f7867052497a3f897a66667492b1341be0371,2025-03-22 17:55:01
User Yashvi Bhatnagar prefers shopping for Books with a budget of ₹35781.3.,426,Yashvi Bhatnagar,parya@kata.net,5788775426,Madhya Pradesh,43,Male,Books,35781.3,Cash on Delivery,609b7b157e9b8e2e206cb37a25a65ad5a90a66f5d798641ade261a2ed80c9c85,2025-03-19 17:55:01
User Umang Bhavsar prefers shopping for Clothing with a budget of ₹33460.92.,427,Umang Bhavsar,seher86@hotmail.com,2579007695,West Bengal,42,Female,Clothing,33460.92,UPI,569601879d36ab0752152df029633ac84e72a50efa6cb405eb4e2b319794a7b2,2025-03-20 17:55:01
User Eva Dutta prefers shopping for Home & Kitchen with a budget of ₹30831.49.,428,Eva Dutta,jayant49@gmail.com,0784682343,Punjab,49,Male,Home & Kitchen,30831.49,PayPal,f0f7b0230d284d24b766922c48ddf9a0a42e1d21bbd249acef654f4d2f5ceef8,2025-03-02 17:55:01
User Arnav Gaba prefers shopping for Beauty with a budget of ₹38063.26.,429,Arnav Gaba,iaurora@chadha.com,+910742739,Delhi,22,Male,Beauty,38063.26,PayPal,1b19271503cf702660c2026195ae0d29073928a33da293f259a649ed5494e140,2025-03-16 17:55:01
User Devansh Gandhi prefers shopping for Home & Kitchen with a budget of ₹15723.47.,430,Devansh Gandhi,advika96@subramaniam.org,0191336891,Punjab,47,Male,Home & Kitchen,15723.47,Credit Card,c3d2dbd88471ea8aa9d81274ad7605af1661ea91b1426fff58a90c8c41063b4d,2025-03-11 17:55:01
User Nayantara Cherian prefers shopping for Others with a budget of ₹15925.71.,431,Nayantara Cherian,kanavrastogi@ramaswamy-sarna.biz,0985880137,Gujarat,25,Female,Others,15925.71,Credit Card,1778f7a9ee6cc01451f1bee2eceecf6e7a85d23d9df7330ac04ba9ae5d369f4b,2025-03-10 17:55:01
User Jayant Vala prefers shopping for Electronics with a budget of ₹24079.7.,432,Jayant Vala,rameshsahil@bhargava.biz,1618882112,Haryana,47,Male,Electronics,24079.7,Credit Card,0f7c33d5dc34ace94d3439c35342b6a9b271323b4d6da2accf04380f9cbe282d,2025-03-02 17:55:01
User Riaan Garde prefers shopping for Others with a budget of ₹20994.12.,433,Riaan Garde,fsuresh@baria-madan.com,+917013236,Rajasthan,25,Female,Others,20994.12,Credit Card,0506b5e0c608c6cb3aec7c5cad05b38d1996033580c1aced31d9abd5055bdfa6,2025-03-22 17:55:01
User Jayesh Chakrabarti prefers shopping for Books with a budget of ₹20308.22.,434,Jayesh Chakrabarti,sairasubramaniam@yahoo.com,0059036346,Punjab,59,Male,Books,20308.22,UPI,009e904594b6b09751fb448e44dba0e69d5f8684714283a59ce88ae3162f5582,2025-03-25 17:55:01
User Aaina Chacko prefers shopping for Clothing with a budget of ₹2835.77.,435,Aaina Chacko,abramwarrior@kata.org,6644948483,West Bengal,51,Female,Clothing,2835.77,PayPal,e14e34bf28352c296ebb3e7a77ee0015509bc7d0f13ddc6f7880037c2f1a7206,2025-03-28 17:55:01
User Nehmat Khatri prefers shopping for Books with a budget of ₹41901.78.,436,Nehmat Khatri,qchar@gmail.com,2695784005,Tamil Nadu,56,Female,Books,41901.78,Credit Card,2a1d6a3d52e20dcff4587e967b0acede3299b39ef063e0cafe0d3620ce903707,2025-03-14 17:55:01
User Divit Som prefers shopping for Books with a budget of ₹28150.55.,437,Divit Som,myra38@gmail.com,+915934460,Uttar Pradesh,54,Female,Books,28150.55,Debit Card,61242c98402fbead61eb58a126cd0ecbe74f1a8c6e91129d1862d0587ec06f67,2025-03-09 17:55:01
User Indranil Sekhon prefers shopping for Beauty with a budget of ₹32522.62.,438,Indranil Sekhon,raohrishita@verma-sinha.org,0657491313,West Bengal,52,Male,Beauty,32522.62,Debit Card,73c1d8eaa6788787005423708d3a27003b572f2210e3b74adb73b50e4a904ffa,2025-03-19 17:55:01
User Romil Dey prefers shopping for Beauty with a budget of ₹11029.26.,439,Romil Dey,janilakshit@yahoo.com,7226684989,Maharashtra,18,Female,Beauty,11029.26,Cash on Delivery,23fae24e581b38c6ca8450d3bed6c65b3f5603b4457452815ec32123eca11b45,2025-03-23 17:55:01
User Devansh Sarma prefers shopping for Electronics with a budget of ₹36940.36.,440,Devansh Sarma,nanne@gmail.com,0208077957,Tamil Nadu,58,Male,Electronics,36940.36,Debit Card,53dbe50a1a517fb21721bbdc337037fbaee70ad444bd1a2e79678022219ac103,2025-03-28 17:55:01
User Tiya Sanghvi prefers shopping for Books with a budget of ₹9279.72.,441,Tiya Sanghvi,dharmajansastry@kalita.org,+918767058,Tamil Nadu,30,Male,Books,9279.72,Cash on Delivery,adcdb383750f6bab0c6c1c797d4aada8ab2524629971acec83e9bda7e00df519,2025-03-06 17:55:01
User Bhamini Setty prefers shopping for Others with a budget of ₹44199.93.,442,Bhamini Setty,ctripathi@yahoo.com,0156078805,Punjab,57,Male,Others,44199.93,UPI,7da6ba191f5ed7551fdacce9304fd994512032a689cb9b4835bceaff0125d32f,2025-03-25 17:55:01
User Pari Subramaniam prefers shopping for Beauty with a budget of ₹2554.2.,443,Pari Subramaniam,sankarandhruv@gmail.com,+916790612,Maharashtra,50,Male,Beauty,2554.2,Debit Card,2d64fbe685438f5d2c98a110f32a34198e4b154e520c996ba7732c4ca97526ce,2025-03-31 17:55:01
User Anahita Mallick prefers shopping for Clothing with a budget of ₹16161.64.,444,Anahita Mallick,ivan33@gara-sandhu.com,3098550726,Punjab,21,Female,Clothing,16161.64,Credit Card,998f188c825124bd38cdccb6c5c01f77bdcf03bbc93e761619e3ec90e94530ff,2025-03-27 17:55:01
User Lagan Ganesan prefers shopping for Electronics with a budget of ₹12250.46.,445,Lagan Ganesan,khalsayakshit@goyal-chacko.org,3899037700,Delhi,53,Male,Electronics,12250.46,Credit Card,03f0d1144c265d25617bdc9fc94c505fea8db17b3e37e26ee3922429bc8a382f,2025-03-22 17:55:01
User Onkar Din prefers shopping for Electronics with a budget of ₹39453.1.,446,Onkar Din,krishbasak@yahoo.com,0574372338,Madhya Pradesh,40,Female,Electronics,39453.1,Credit Card,5d3d5682682884af22ea4cf54ef281518a325948dac8399066bbcc3fe0f39a9f,2025-03-15 17:55:01
User Nishith Chacko prefers shopping for Electronics with a budget of ₹35361.84.,447,Nishith Chacko,anandmyra@gmail.com,9956260057,Uttar Pradesh,37,Male,Electronics,35361.84,UPI,c8fd5bc8010ae0e7b5b90a07413e6381aed0802d8689d4b941832f069f974529,2025-03-25 17:55:01
User Sahil Kibe prefers shopping for Beauty with a budget of ₹13095.06.,448,Sahil Kibe,seshadrihimmat@gmail.com,7708405212,Delhi,32,Female,Beauty,13095.06,Debit Card,a21024f2d771c59f0e2fb6f15bb4565615f8df9697253333c49e2c2ebedd79f4,2025-03-11 17:55:01
User Kaira Jaggi prefers shopping for Others with a budget of ₹8041.99.,449,Kaira Jaggi,yasmindar@gmail.com,+916175866,Madhya Pradesh,24,Female,Others,8041.99,Credit Card,50a2f424c836b3dc943bf9f92f2257eea9049ed593f0e13dfd12595e09144a66,2025-03-26 17:55:01
User Renee Halder prefers shopping for Electronics with a budget of ₹48234.71.,450,Renee Halder,sdesai@gmail.com,+919711328,Delhi,48,Male,Electronics,48234.71,PayPal,0315ad38a6e54acec8c6e51d2171ab5fba14564aa4003b182150ac2276f03e29,2025-03-06 17:55:01
User Rati Guha prefers shopping for Home & Kitchen with a budget of ₹46952.28.,451,Rati Guha,cchana@hotmail.com,2331365113,West Bengal,24,Male,Home & Kitchen,46952.28,Cash on Delivery,5b5e64b46a6aa48f3be56793f1ee63a78691ab5e5cca484a231a09d5ecbfc2c1,2025-03-06 17:55:01
User Aayush Wadhwa prefers shopping for Clothing with a budget of ₹46949.86.,452,Aayush Wadhwa,diya43@garg-manda.com,6655150281,Tamil Nadu,46,Female,Clothing,46949.86,Cash on Delivery,a86b611f5d8e1bc8f74e6920299c39b00ea7fdc6a7b4f1c421b488301418b690,2025-03-03 17:55:01
User Manikya Master prefers shopping for Books with a budget of ₹7726.07.,453,Manikya Master,saksham46@mann.org,+919555002,Goa,38,Female,Books,7726.07,Debit Card,c995452ce587f211dd0ae3707b5baf0aa672d5250a6838a47868cc505ea60cc8,2025-03-05 17:55:01
User Mehul Lal prefers shopping for Others with a budget of ₹17278.72.,454,Mehul Lal,kabir48@gmail.com,0553740165,Delhi,53,Male,Others,17278.72,Debit Card,c20642a897b497d3342185d6ebfb66e0c62d1b6e21659d34f7e7bb8ffed89648,2025-03-11 17:55:01
User Kanav Char prefers shopping for Beauty with a budget of ₹45619.68.,455,Kanav Char,shraysule@sachdev.com,6427770119,Tamil Nadu,40,Male,Beauty,45619.68,Debit Card,7ece06a2a8eb5163527f9d67d4c06ac4069edd1abc044b70d7e1e1cd0bdf56a1,2025-03-16 17:55:01
User Saksham Dass prefers shopping for Books with a budget of ₹24198.47.,456,Saksham Dass,vidurloyal@kalla.org,+913655629,Goa,28,Female,Books,24198.47,PayPal,a5acc71b6ea80226fbfccbd6c6bef90152dec5eb30d6e568b23f7016d86a4ba3,2025-03-28 17:55:01
User Ehsaan Manne prefers shopping for Beauty with a budget of ₹32392.56.,457,Ehsaan Manne,nirvi96@gmail.com,0792079798,Uttar Pradesh,60,Female,Beauty,32392.56,PayPal,b2ee9407e87fc5e881f38724e0a4e3b2b7640ff76e831d4c96b099504de54c6f,2025-03-28 17:55:01
User Farhan Sidhu prefers shopping for Others with a budget of ₹38087.71.,458,Farhan Sidhu,abram41@ghose.com,+913169669,Karnataka,43,Male,Others,38087.71,Cash on Delivery,d529bd664fd6f7cbee516600c0e3b74207f6e14c72620da0f3f45c10ba6b520a,2025-03-26 17:55:01
User Eshani Ravel prefers shopping for Clothing with a budget of ₹26280.35.,459,Eshani Ravel,kapurmyra@gmail.com,+915790745,Rajasthan,46,Male,Clothing,26280.35,Credit Card,e8ada5a56276a498383c0d32989d57426a90ed082190530b4fd3987459098fed,2025-03-12 17:55:01
User Manjari Sood prefers shopping for Home & Kitchen with a budget of ₹46557.77.,460,Manjari Sood,borraindranil@seshadri.com,+912810717,Punjab,42,Male,Home & Kitchen,46557.77,UPI,5b3b6b83c182e54eadfe214e7bf32deded30f08c166c5a88125b3d27de09fcfb,2025-03-20 17:55:01
User Dhanush Kamdar prefers shopping for Clothing with a budget of ₹24754.19.,461,Dhanush Kamdar,edoshi@yahoo.com,0715076734,Haryana,43,Female,Clothing,24754.19,Cash on Delivery,13253248779f7bdcd587b9d268119cf09134e5fbdcfa5ad79e7112811c8e7b9f,2025-03-02 17:55:01
User Kartik Kade prefers shopping for Others with a budget of ₹17909.72.,462,Kartik Kade,shankersana@hayer-doshi.biz,7860149881,Delhi,24,Male,Others,17909.72,UPI,5c78947efeebbc96be39cba16d7e3cd795a4a5f616284f6d1c700d50187501a0,2025-03-12 17:55:01
User Kanav Raman prefers shopping for Home & Kitchen with a budget of ₹30629.55.,463,Kanav Raman,zain17@yahoo.com,0058328903,Rajasthan,38,Male,Home & Kitchen,30629.55,Cash on Delivery,acb9f1c67e8e7f10d0aee443d3cc8088d8b00f8045570c9d7e44b4958e5287de,2025-03-09 17:55:01
User Amira Warrior prefers shopping for Beauty with a budget of ₹43635.51.,464,Amira Warrior,ckibe@bhandari-iyer.com,6640536740,Punjab,24,Female,Beauty,43635.51,Credit Card,4190ccbf478a4bad603dd237be36e6f182ce3401412f6790a1f62c832e0420d2,2025-03-14 17:55:01
User Neysa Kata prefers shopping for Beauty with a budget of ₹2597.65.,465,Neysa Kata,lagan92@kashyap.com,+915382829,Maharashtra,31,Male,Beauty,2597.65,PayPal,5b84dba99ef8a7aaee3c06ccfac8109b43d0e130a356da1aec5917117c332b4b,2025-03-09 17:55:01
User Inaaya  Dhaliwal prefers shopping for Home & Kitchen with a budget of ₹2420.42.,466,Inaaya  Dhaliwal,qzacharia@hotmail.com,+916953727,Tamil Nadu,27,Male,Home & Kitchen,2420.42,Credit Card,c984e93077fd4d3d6f580b95132c35088fceaa25d5e7bba29a519d79950f2ff9,2025-04-01 17:55:01
User Prerak Vohra prefers shopping for Others with a budget of ₹38304.86.,467,Prerak Vohra,bhardwajumang@garde-krishnamurthy.com,+913561981,Delhi,37,Female,Others,38304.86,UPI,5574f4be3565204607b16b2e17f148400e993b9b6baccc88d3738c69ee712e5c,2025-03-14 17:55:01
User Yuvraj  Chowdhury prefers shopping for Clothing with a budget of ₹20886.42.,468,Yuvraj  Chowdhury,lakshay58@yahoo.com,3181787356,Maharashtra,27,Male,Clothing,20886.42,UPI,3351ea2317723c3f8fad689c73d0b75143c377102c7465ebcee7c6c41e6e6f7e,2025-03-07 17:55:01
User Nayantara Master prefers shopping for Clothing with a budget of ₹10489.32.,469,Nayantara Master,yasminratta@arya.com,+918988826,West Bengal,29,Male,Clothing,10489.32,Cash on Delivery,c8f26d48ef6c0354c0de3bee241972593ec664686a9a5e062ebaa4f91da96b9e,2025-03-22 17:55:01
User Veer D’Alia prefers shopping for Others with a budget of ₹39417.01.,470,Veer D’Alia,vargheseumang@gmail.com,+914466097,Haryana,58,Male,Others,39417.01,Cash on Delivery,4049aa2128262efb806e6217d56d2daa5b81ae54cae452073b02db3a1d47fdb3,2025-04-01 17:55:01
User Shray Mand prefers shopping for Clothing with a budget of ₹23897.15.,471,Shray Mand,ishaanswamy@gmail.com,0979142655,Haryana,42,Male,Clothing,23897.15,Debit Card,0ba92aad8bba7d5cfc8010a41819ff6e33a7799d69d75fa6af6c96aa653c7eaf,2025-03-22 17:55:01
User Prisha Chana prefers shopping for Clothing with a budget of ₹19488.03.,472,Prisha Chana,survanya@hotmail.com,0558532033,Karnataka,56,Female,Clothing,19488.03,UPI,8adbd137f5e2c3d2e5f9d6c8266e7b37b645ee6648f0ac9ae904232a27cce011,2025-03-31 17:55:01
User Samiha Bala prefers shopping for Clothing with a budget of ₹26006.01.,473,Samiha Bala,bhattprerak@gala-rajagopalan.com,0825983727,Maharashtra,38,Male,Clothing,26006.01,UPI,6efe03ee968732013192718a26af4127734bda4fd8cf996f24bf78521aec2d4c,2025-03-05 17:55:01
